"category","main_name","main_image","product_name","brewing_quantity","brewing_time","brewing_tem","sizes_img","sizes_unit","sizes_price","images","description","ingredients_detail","main_price"
"Matcha","100% Organic Matcha","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5c3ae3cb/images/UXProject/new-tea-images/T110AI012_matcha_r1.jpg?sw=262&sh=262&sm=fit","100% Organic Matcha","1/2 tsp per tea bowl","","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2cba5a78/images/T110AI012_matcha-black-tin_p1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe989f3ae/images/products/T110AI029_matcha_sha1.png?sw=100&sh=100&sm=fit']","['Tin 30g-1.1oz', 'Tin 50g-1.7oz']","['A$27.00', 'A$44.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2cba5a78/images/T110AI012_matcha-black-tin_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5c3ae3cb/images/UXProject/new-tea-images/T110AI012_matcha_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8830f1ff/images/products/2020 Aug/Mobile_APAC_Featured-1_matcha_@2x.jpg?sw=100&sh=100&sm=fit']","Energy booster. Power through study or work with Matcha - it's filled with the stuff that's thought to keep you focused and energised. The combo of caffeine and amino acid L-theanine in matcha buddy up to give you a slower release of energy. This means no caffeine jitters, and also means you can power on for longer. Great for hitting the books or before a work out!  Our Matcha is a highly prized powdered green tea tradtionally used as part of the Japanese tea ceremony. Enjoy straight up on it's own or as a latte, sweetened with a little honey and a dash of cold milk of choice.Store in a cool, dry place.","100% certified organic ingredients: Powdered green tea",""
"Chocolate, Indulgent & Sweet Tea","Apple Maple Muffin Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1815455f/images/products/2020 Aug/T115AE120_apple-maple-muffin_p2.png?sw=262&sh=262&sm=fit","Apple Maple Muffin Loose Leaf Feature Cube","1 tsp per cup","1-3 mins","80°C (176°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1815455f/images/products/2020 Aug/T115AE120_apple-maple-muffin_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1c74c431/images/products/2020 Aug/T115AE120_apple-maple-muffin_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6918da87/images/products/2020 Aug/Apple_Mobile_1024x1024.png?sw=100&sh=100&sm=fit']","Net Wt. 120g/4.2oz  Prepare yourself to taste a green tea like no other…Juicy apple, sweet maple, dashes of cinnamon and pieces of caramel transform this tea into a baker’s delight! Sit back, sip and savour this apple dessert with all the benefits of green tea!","Green tea (48%), apple (26%),  flakes, natural flavouring, cinnamon bits (4%), caramel bits (3.9%) (condensed skimmed , sugar, glucose syrup, butterfat, humectant: sorbitol syrup (E420), emulsifier: mono and diglycerides of fatty acids (E471)), natural maple syrup flavouring (1.5%), rose petals","A$26.00"
"Fruit Tea (Tisane)","Apricot Jam Tart  Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4d36c24e/images/products/2020 April/T130AE220_apricot-jam-tart_p2.png?sw=262&sh=262&sm=fit","Apricot Jam Tart Loose Leaf Feature Cube","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4d36c24e/images/products/2020 April/T130AE220_apricot-jam-tart_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa933eb0a/images/products/2020 April/T130AE220_apricot-jam-tart_p1.png?sw=100&sh=100&sm=fit']","Net W. 120g / 4.2oz  One sip of this apricot delight and you’ll be taken straight to memories of hot-out-the-oven apricot tart, still sticky and bubbly ‘round the edges. Sweet apricot flavours and hints of buttery pastry notes make this sip so good you won’t be able to wait until it cools!","Apple, apricot (20%), carob, rosehip peels, white hibiscus, rooibos, natural flavouring, sweet blackberry leaves, mullein flowers","A$26.00"
"Chocolate, Indulgent & Sweet Tea","Baxter's Buns  Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw169e8c4e/images/products/140220/T125AE272baxtersbunsp2.png?sw=262&sh=262&sm=fit","Baxter's Buns Loose Leaf Feature Cube","1 tsp per cup","2-4 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw169e8c4e/images/products/140220/T125AE272baxtersbunsp2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf82abc31/images/products/140220/T125AE272baxtersbunsp1.png?sw=100&sh=100&sm=fit', ""https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5b05897b/images/products/140220/T125AE272baxter'sbunsr1.jpg?sw=100&sh=100&sm=fit""]","Net Wt. 120g / 4.2 oz  Straight outta the oven, a fresh batch of Baxter’s best! This hottie tottie of a tea, packs in buckets of cinnamon spiciness and all the fruity doughy goodness you would expect from a hot cross bun!","Cinnamon, malt, black tea, ginger, currants, chicory, orange peel, natural flavouring, cloves, cardamon, coriander, nutmeg","A$26.00"
"Fruit Tea (Tisane)","Blood Orange & Thyme 100g Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfa1aa16c/images/products/0207/T130AE212_blood-orange-thyme_p2.png?sw=262&sh=262&sm=fit","Blood Orange & Thyme 100g Feature Cube","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfa1aa16c/images/products/0207/T130AE212_blood-orange-thyme_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw67d51809/images/products/0207/T130AE212_blood-orange-thyme_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8f41a24c/images/products/0207/T130AE212_blood-orange-thyme_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  This tipple’s your ticket to the ultimate zest fest! Blood orange, pomegranate and fig notes get a herbaceous flavour upgrade with the addition of thyme. Sweet and astringent with almost sherbet-y notes, you’ll be sold from the first sip.","Sultanas, dates (date, anti-caking agent; rice flour), fig (figs, anti-caking agent; rice flour), dragon fruit pieces, orange peel, pomegranate kernels, hibiscus, natural and artificial flavouring, pomegranate blossoms, thyme","A$26.00"
"Chocolate, Indulgent & Sweet Tea","Blueberry Crumble Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw77631367/images/products/2020 Aug/T125AE281_blueberry-crumble_p2.png?sw=262&sh=262&sm=fit","Blueberry Crumble Loose Leaf Feature Cube","1 tsp per cup","2-4 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw77631367/images/products/2020 Aug/T125AE281_blueberry-crumble_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw51f10749/images/products/2020 Aug/T125AE281_blueberry-crumble_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2495d492/images/products/2020 Aug/Blueberry_Mobile_1024x1024.png?sw=100&sh=100&sm=fit']","Net Wt. 100g/3.5oz  Like the wafting scent of a hot crumble in the oven, ripe blueberries, chocolate flakes and crunchy macadamias will lure your tastebuds in a sweet embrace. This tea is comforting and warming for the soul – sweet and naughty in all the right ways.","Black tea, cocoa nibs, elderberries, sweet blackberry leaves, natural flavouring, chocolate flakes (sugar, cocoa mass, cocoa powder) (4%),  (, sugar) (4%), blueberries (1.6%), mallow petals","A$26.00"
"Green Tea","Buddhas Tears Loose Leaf Tea","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw502eef8a/images/UXProject/new-tea-images/T100AI015_buddhas-tears_r1.jpg?sw=262&sh=262&sm=fit","Buddhas Tears Collections Foil","8 to 10 tears per cup","8-10 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3c2fa877/images/T100AI015_buddhas-tears-collections-tin-2017_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw26f00b30/images/products/T100AG008_buddhas-tears-collections-foil_sha1.png?sw=100&sh=100&sm=fit']","['Tin 100g-3.5oz', 'Foil 100g-3.5oz']","['A$49.00', 'A$47.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw26f00b30/images/products/T100AG008_buddhas-tears-collections-foil_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw502eef8a/images/UXProject/new-tea-images/T100AI015_buddhas-tears_r1.jpg?sw=100&sh=100&sm=fit']","One of our most famous and highly prized teas. Each tear gracefully unfurls and dances in the water, gradually releasing a sublime and refined flavour. A delicate and beautiful light infusion with an ethereal jasmine aroma.Enjoy with: Perfect on its own.Store in a cool, dry place.","Green tea, jasmine",""
"Limited Edition Tea","Canberra Breakfast Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5bfaedad/images/products/2020 May/T125AI127_canberra-breakfast-icon-tin-loose_p2.png?sw=262&sh=262&sm=fit","Canberra Breakfast Loose Leaf Icon Tin","1 tsp per cup","2-4 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5bfaedad/images/products/2020 May/T125AI127_canberra-breakfast-icon-tin-loose_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw530c4d92/images/products/2020 May/T125AI127_canberra-breakfast-icon-tin-loose_r1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwecfe1ad3/images/products/2020 May/T125AI127_canberra-breakfast-icon-tin-loose_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  A nod to Australia’s capital with an ANZAC biscuit twist, this wholesome beauty of a black tea brew features a combo of sweet oats and coconut – with a hint of rose to finish.","Black tea, flakes, cocoa husks, cinnamon, coconut chips, natural and artificial flavouring, rose petals.","A$22.00"
"Chai","Chai Loose Leaf Everyday Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdb27f3b0/images/UXProject/new-tea-images/T125AE008_chai_r1.jpg?sw=262&sh=262&sm=fit","Chai Loose Leaf Everyday Tin","1 tsp per cup","2-4 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdb9c694d/images/products/T125AI009_chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4c2f9b45/images/products/T125AG008_chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwccb28006/images/products/T125AE008_chai_sha1.png?sw=55&sh=55&sm=fit']","['Tin 250g-8.8oz', 'Foil 250g-8.8oz', 'Cube 100g-3.5oz']","['A$38.00', 'A$36.00', 'A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdb9c694d/images/products/T125AI009_chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdb27f3b0/images/UXProject/new-tea-images/T125AE008_chai_r1.jpg?sw=100&sh=100&sm=fit']","Complex, spicy and incredibly tasty, our signature chai blend is a unique classic. Perfect to wrap your hands around on a chilly afternoon. Traditionally brewed with milk and honey.Enjoy with: Milk and honey.Store in a cool, dry place.","Black tea, cloves, cardamon, star anise, cinnamon, ginger, natural and artificial flavouring",""
"Limited Edition Tea","Chai Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0932ebf1/images/products/2020 July/T125AI117_chai-icon-tin-loose_p2.png?sw=262&sh=262&sm=fit","Chai Loose Leaf Icon Tin","1 tsp per cup","2-4 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0932ebf1/images/products/2020 July/T125AI117_chai-icon-tin-loose_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4369e4f6/images/products/2020 July/T125AI117_chai-icon-tin-loose_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz Complex, spicy and incredibly tasty, our signature chai blend is a unique classic. Perfect to wrap your hands around on a chilly afternoon. Traditionally brewed with milk and honey.","Black tea, cloves, cardamom, cinnamon, natural and artificial flavouring, star anise, ginger","A$22.00"
"Chai","Chai Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw95d4c5f9/images/UXProject/new-tea-images/B125AE016_chai-tbag_r1.png?sw=262&sh=262&sm=fit","Chai Teabag Gift Cube","1 bag per cup","2-4 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa17756ca/images/B125AE016_chai-yb_p1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdf905cbc/images/products/B125AI007_chai-tea-in-a-bag_sha1.png?sw=100&sh=100&sm=fit']","['Cube 25pk', 'Tin 60pk']","['A$16.00', 'A$35.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa17756ca/images/B125AE016_chai-yb_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw95d4c5f9/images/UXProject/new-tea-images/B125AE016_chai-tbag_r1.png?sw=100&sh=100&sm=fit']","Complex, spicy and incredibly tasty, our signature chai blend is a unique classic. These chai tea bags are the easy way to make a warming brew on a chilly afternoon. ideal with milk and honey.Enjoy with: Milk and honey.Store in a cool, dry place.","Black tea, cloves, cardamon, star anise, cinnamon, ginger, natural and artificial flavouring",""
"Chai","Chai Teabag Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdafd85ef/images/products/2020 July/B120AI027_chai-icon-tin-bags_p2.png?sw=262&sh=262&sm=fit","Chai Teabag Icon Tin","1 bag per cup","2-4 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdafd85ef/images/products/2020 July/B120AI027_chai-icon-tin-bags_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw097e0369/images/products/2020 July/B120AI027_chai-icon-tin-bags_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 62g / 2.2 oz  Complex, spicy and incredibly tasty, our signature chai blend is a unique classic. Perfect to wrap your hands around on a chilly afternoon. Traditionally brewed with milk and honey.","Black tea, cloves, cardamom, natural and artificial flavouring, cinnamon, ginger, star anise","A$22.00"
"Chai","Chiang Mai Chai 120g Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2fdceab4/images/products/1906/T125AE247_chiang-mai-chai_p2.png?sw=262&sh=262&sm=fit","Chiang Mai Chai 120g Feature Cube","1 tsp per cup","2-4 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2fdceab4/images/products/1906/T125AE247_chiang-mai-chai_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfc04c213/images/products/0207/T125AE247_chiang-mai-chai_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6a3a7638/images/products/1906/T125AE247_chiang-mai-chai_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 120g / 4.2oz  Like a fragrant Thai market, this lemongrass-loaded chai will send your tastebuds into overdrive. We’ve given traditional chai a mini makeover and loaded it with zesty lemongrass, grounding cardamom and a liquorice lick.","Black tea, lemongrass, cinnamon, root, cardamon, natural and artificial flavouring.","A$26.00"
"Green Tea","China Jasmine Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6276c43b/images/UXProject/new-tea-images/T115AE004_china-jasmine_r1.jpg?sw=262&sh=262&sm=fit","China Jasmine Loose Leaf Gift Cube","1 tsp per cup","2-3 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw093ff31f/images/products/T115AE004_china_jasmine_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa5063e7e/images/products/T115AG006_china-jasmine_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0efa9e7b/images/products/T115AI007_china-jasmine_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw093ff31f/images/products/T115AE004_china_jasmine_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6276c43b/images/UXProject/new-tea-images/T115AE004_china-jasmine_r1.jpg?sw=100&sh=100&sm=fit']","A blend of green tea and jasmine produces a light yellow infusion with a delicate jasmine scent. A very popular jasmine green tea, great for everyday drinking or as an accompaniment to Asian food.Enjoy with: Perfect on its own.Store in a cool, dry place.","Green tea, jasmine (10%)",""
"Tea Bags","China Jasmine Teabag Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd9d532ce/images/B115AE002_china-jasmine-tbag_r1.jpg?sw=262&sh=262&sm=fit","China Jasmine Teabag Tin","1 bag per cup","2-3 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw43a47f6b/images/products/B115AI004_china-jasmine_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw38c8b078/images/products/B115AG011_china-jasmine_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9d5766a7/images/B115AE002_china-jasmine-yb_p1.png?sw=55&sh=55&sm=fit']","['Tin 60pk', 'Foil 60pk', 'Cube 25pk']","['A$38.00', 'A$36.00', 'A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw43a47f6b/images/products/B115AI004_china-jasmine_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd9d532ce/images/B115AE002_china-jasmine-tbag_r1.jpg?sw=100&sh=100&sm=fit']","A blend of green tea and jasmine produces a light yellow infusion with a delicate jasmine scent. A very popular jasmine green tea, great for everyday drinking or as an accompaniment to Asian food.Enjoy with: Perfect on its own.Store in a cool, dry place.","Green tea, jasmine (10%)",""
"Chocolate, Indulgent & Sweet Tea","Crazy Good Cocoa Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4162e7d0/images/products/240120/T141AE000crazygoodcocoap2.png?sw=262&sh=262&sm=fit","Crazy Good Cocoa Loose Leaf Gift Cube","2 tsp per cup","4-6 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4162e7d0/images/products/240120/T141AE000crazygoodcocoap2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0f518c12/images/products/240120/T141AE000crazygoodcocoap1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  These sustainably sourced cocoa husks will make waves in your teacup, with rich velvety chocolate notes set to overflow! Seemingly sinful, oh-so-pure and bold enough to handle even the biggest cravings, you can indulge guilt-free knowing your chocolate obsession supports local cocoa farmers in the Solomon Islands.","Cocoa husks (100%)","A$16.00"
"Chocolate, Indulgent & Sweet Tea","Creme Brulee Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwce382e02/images/UXProject/new-tea-images/T125AE014_creme-brulee_r1.jpg?sw=262&sh=262&sm=fit","Creme Brulee Loose Leaf Gift Cube","1 tsp per cup","2-4 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw09f28bf7/images/products/T125AE014_creme-brulee_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd5be43be/images/products/T125AG014_creme-brulee_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw787e4436/images/products/T125AI022_creme-brulee_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw09f28bf7/images/products/T125AE014_creme-brulee_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwce382e02/images/UXProject/new-tea-images/T125AE014_creme-brulee_r1.jpg?sw=100&sh=100&sm=fit']","A decadent sweet treat. Velvety vanilla plays with rich caramel and smooth hazelnuts in a gorgeously golden brew. An intense aroma that enhances a glorious infusion.Enjoy with: Perfect on its own or with a dash of milk.Store in a cool, dry place.","Black tea, artificial flavouring, pieces (sugar,), natural and artificial cream flavouring (0.73%)",""
"Black Tea & Breakfast Tea","Darjeeling Second Flush Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9878a9c8/images/products/240120/T121AE000darjeeling2ndflushp2.png?sw=262&sh=262&sm=fit","Darjeeling Second Flush Loose Leaf Gift Cube","1 tsp per cup","1-3 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9878a9c8/images/products/240120/T121AE000darjeeling2ndflushp2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3886d6cc/images/products/240120/T121AE000darjeeling2ndflushp1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  Return to the peaks of the Darjeeling mountains for the second flush of this finest tippy golden beauty. Begin with top notes of rich, roasted flavours, weave through a body of leather and wood, and then arrive at an astringent but balanced finish — a non-negotiable for black tea drinkers.","Black tea","A$18.00"
"Black Tea & Breakfast Tea","Darjeeling T2 Loose Leaf Tea","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwcf398ad3/images/UXProject/new-tea-images/T120AE006_darjeeling_r1.jpg?sw=262&sh=262&sm=fit","Darjeeling T2 Loose Leaf Gift Cube","1 tsp per cup","2-3 mins","90°C (194°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7f88e9e3/images/products/T120AE006_darjeeling_sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$12.00', 'A$7.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7f88e9e3/images/products/T120AE006_darjeeling_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwcf398ad3/images/UXProject/new-tea-images/T120AE006_darjeeling_r1.jpg?sw=100&sh=100&sm=fit']","This dry khaki leaf produces a light, golden infusion. Sweet, floral and fruity aromas precede soft and light muscatels in the mouth with a delicate finish. A perfectly refined darjeeling tea that's a great afternoon brew.Enjoy with: Perfect on its own.Store in a cool, dry place.","Black tea",""
